,city,date,review_count,day,difference,normed_difference
45,charlotte,2007-06-06,1,Wednesday,-0.628114899,-0.385792734
46,charlotte,2007-07-06,3,Thursday,1.370359976,0.840897349
47,charlotte,2007-08-06,7,Friday,5.368815063,3.291358901
48,charlotte,2007-13-06,2,Wednesday,0.360793675,0.220102662
49,charlotte,2007-20-06,1,Wednesday,-0.651267363,-0.394404551
50,charlotte,2007-22-06,2,Friday,0.345108534,0.20853847
51,charlotte,2007-26-06,1,Tuesday,-0.662377129,-0.398451782
52,charlotte,2007-28-06,1,Thursday,-0.666238688,-0.399845888
53,charlotte,2007-30-06,3,Saturday,1.3298206,0.796214227
54,charlotte,2007-02-07,2,Monday,0.325800737,0.194600932
55,charlotte,2007-05-07,1,Thursday,-0.680377469,-0.404895615
56,charlotte,2007-06-07,1,Friday,-0.682476446,-0.405638039
57,charlotte,2007-09-07,2,Monday,0.311107892,0.184208269
58,charlotte,2007-11-07,1,Wednesday,-0.693268156,-0.409426087
59,charlotte,2007-16-07,1,Monday,-0.704554565,-0.413336469
60,charlotte,2007-17-07,1,Tuesday,-0.706871211,-0.414132716
61,charlotte,2007-18-07,1,Wednesday,-0.709207645,-0.414933579
62,charlotte,2007-21-07,1,Saturday,-0.716335675,-0.41736339
63,charlotte,2007-25-07,9,Wednesday,7.273883252,4.214015803
64,charlotte,2007-26-07,2,Thursday,0.271388514,0.156997982
65,charlotte,2007-27-07,1,Friday,-0.731126012,-0.422341301
66,charlotte,2007-30-07,3,Monday,1.261211681,0.725339403
67,charlotte,2007-31-07,4,Tuesday,2.258618003,1.297026159
68,charlotte,2007-06-08,9,Monday,7.242640386,4.121319466
69,charlotte,2007-08-08,3,Wednesday,1.237156209,0.70179571
70,charlotte,2007-13-08,2,Monday,0.223099477,0.125555412
71,charlotte,2007-16-08,24,Thursday,22.21442798,12.44107085
72,charlotte,2007-17-08,4,Friday,2.211497908,1.236508426
73,charlotte,2007-20-08,2,Monday,0.202588956,0.112711534
74,charlotte,2007-21-08,6,Tuesday,4.19957973,2.332555237
75,charlotte,2007-22-08,3,Wednesday,1.196550715,0.663478993
76,charlotte,2007-25-08,1,Saturday,-0.812655056,-0.448323057
77,charlotte,2007-29-08,1,Wednesday,-0.825206451,-0.452116773
78,charlotte,2007-31-08,1,Friday,-0.831600876,-0.454029525
79,charlotte,2007-07-09,1,Friday,-0.854604687,-0.460801535
80,charlotte,2007-08-09,2,Saturday,0.142029902,0.076443589
81,charlotte,2007-09-09,2,Sunday,0.138644703,0.074485889
82,charlotte,2007-13-09,1,Thursday,-0.875093972,-0.466693395
83,charlotte,2007-17-09,2,Monday,0.110850744,0.0586776
84,charlotte,2007-18-09,1,Tuesday,-0.892712547,-0.471657753
85,charlotte,2007-19-09,2,Wednesday,0.103704374,0.054687873
86,charlotte,2007-23-09,3,Sunday,1.089174178,0.570001811
87,charlotte,2007-24-09,4,Monday,2.085492159,1.089309803
88,charlotte,2007-25-09,4,Tuesday,2.081790352,1.085277803
89,charlotte,2007-26-09,3,Wednesday,1.078068757,0.56092993
90,charlotte,2007-27-09,6,Thursday,4.074327374,2.115794408
91,charlotte,2007-29-09,2,Saturday,0.066785244,0.034546211
92,charlotte,2007-30-09,2,Sunday,0.062984497,0.032516259
93,charlotte,2007-04-10,1,Thursday,-0.952416372,-0.48781417
94,charlotte,2007-06-10,4,Saturday,2.039764466,1.04057111
95,charlotte,2007-11-10,1,Thursday,-0.98012973,-0.494982584
96,charlotte,2007-12-10,1,Friday,-0.984167934,-0.496010402
97,charlotte,2007-16-10,1,Tuesday,-1.000518627,-0.500129623
98,charlotte,2007-17-10,2,Wednesday,-0.004655771,-0.002322479
99,charlotte,2007-18-10,2,Thursday,-0.008812702,-0.00438702
100,charlotte,2007-19-10,1,Friday,-1.012989421,-0.503226401
101,charlotte,2007-23-10,2,Tuesday,-0.029894179,-0.014726964
102,charlotte,2007-25-10,1,Thursday,-1.038465286,-0.509434864
103,charlotte,2007-26-10,1,Friday,-1.042780522,-0.51047115
104,charlotte,2007-28-10,3,Sunday,0.948529643,0.462365756
105,charlotte,2007-29-10,2,Monday,-0.055844956,-0.027163992
106,charlotte,2007-31-10,2,Wednesday,-0.064653519,-0.031314465
107,charlotte,2007-01-11,1,Thursday,-1.069087483,-0.516695158
108,charlotte,2007-04-11,1,Sunday,-1.082508102,-0.519809791
109,charlotte,2007-12-11,2,Monday,-0.119167092,-0.056232985
110,charlotte,2007-14-11,3,Wednesday,0.871470281,0.409423591
111,charlotte,2007-16-11,2,Friday,-0.137971499,-0.064533834
112,charlotte,2007-17-11,1,Saturday,-1.142722071,-0.533303916
113,charlotte,2007-18-11,1,Sunday,-1.147492431,-0.534340617
114,charlotte,2007-23-11,1,Friday,-1.17164105,-0.539518743
115,charlotte,2007-24-11,5,Saturday,2.823469862,1.297234443
116,charlotte,2007-26-11,1,Monday,-1.186367678,-0.542620388
117,charlotte,2007-27-11,1,Tuesday,-1.19131613,-0.543653247
118,charlotte,2007-28-11,2,Wednesday,-0.19628437,-0.089371109
119,charlotte,2007-29-11,1,Thursday,-1.201272398,-0.545717286
120,charlotte,2007-30-11,1,Friday,-1.206280214,-0.546748417
121,charlotte,2007-02-12,10,Sunday,7.78364479,3.511912149
122,charlotte,2007-03-12,1,Monday,-1.22142239,-0.549837976
123,charlotte,2007-04-12,1,Tuesday,-1.226509358,-0.550866473
124,charlotte,2007-05-12,3,Wednesday,0.768383885,0.344317233
125,charlotte,2007-07-12,1,Friday,-1.241888991,-0.553947584
126,charlotte,2007-08-12,1,Saturday,-1.247055111,-0.554973087
127,charlotte,2007-09-12,1,Sunday,-1.252241019,-0.555997786
128,charlotte,2007-11-12,1,Tuesday,-1.2626722,-0.558044687
129,charlotte,2007-12-12,3,Wednesday,0.732082528,0.322799457
130,charlotte,2007-22-12,1,Saturday,-1.321458535,-0.569236329
131,charlotte,2007-25-12,2,Tuesday,-0.33790672,-0.144533876
132,charlotte,2007-26-12,5,Wednesday,2.656570975,1.133625532
133,charlotte,2007-27-12,1,Thursday,-1.348971117,-0.574281696
134,charlotte,2007-28-12,2,Friday,-0.354532997,-0.150574657
135,charlotte,2007-29-12,1,Saturday,-1.360114666,-0.576291773
136,charlotte,2007-30-12,3,Sunday,0.634283878,0.268114957
137,charlotte,2008-01-01,1,Tuesday,-1.376978399,-0.579297818
138,charlotte,2008-02-01,1,Wednesday,-1.38263922,-0.580297348
139,charlotte,2008-04-01,3,Friday,0.605979775,0.253122245
140,charlotte,2008-08-01,1,Tuesday,-1.417019692,-0.586267334
141,charlotte,2008-10-01,2,Thursday,-0.428638153,-0.176493214
142,charlotte,2008-13-01,1,Sunday,-1.446214255,-0.591205064
143,charlotte,2008-15-01,1,Tuesday,-1.458030596,-0.593170239
144,charlotte,2008-16-01,1,Wednesday,-1.463968449,-0.594150647
145,charlotte,2008-18-01,1,Friday,-1.475903519,-0.59610704
146,charlotte,2008-19-01,3,Saturday,0.518099264,0.208751002
147,charlotte,2008-20-01,3,Sunday,0.51208226,0.205827649
148,charlotte,2008-21-01,4,Monday,1.506045467,0.603878478
149,charlotte,2008-23-01,1,Wednesday,-1.506087483,-0.600971631
150,charlotte,2008-26-01,3,Saturday,0.475564682,0.188384578
151,charlotte,2008-28-01,1,Monday,-1.536766147,-0.605797325
152,charlotte,2008-29-01,3,Tuesday,0.457038756,0.179726984
153,charlotte,2008-31-01,3,Thursday,0.444589198,0.173979541
154,charlotte,2008-01-02,2,Friday,-0.561665263,-0.219257868
155,charlotte,2008-02-02,2,Saturday,-0.567939512,-0.221165456
156,charlotte,2008-03-02,1,Sunday,-1.574233549,-0.611534859
157,charlotte,2008-07-02,1,Thursday,-1.599607578,-0.615326556
158,charlotte,2008-08-02,1,Friday,-1.606000555,-0.616270228
159,charlotte,2008-09-02,1,Saturday,-1.61241332,-0.61721218
160,charlotte,2008-11-02,3,Monday,0.374701786,0.142727323
161,charlotte,2008-12-02,2,Tuesday,-0.631770343,-0.240055271
162,charlotte,2008-13-02,1,Wednesday,-1.638262261,-0.620962626
163,charlotte,2008-14-02,3,Thursday,0.355226034,0.134312436
164,charlotte,2008-15-02,2,Friday,-0.651305459,-0.245654629
165,charlotte,2008-18-02,3,Monday,0.328981333,0.123166991
166,charlotte,2008-20-02,3,Wednesday,0.315740255,0.117626566
167,charlotte,2008-21-02,1,Thursday,-1.690909966,-0.628378499
168,charlotte,2008-22-02,1,Friday,-1.697579976,-0.629297367
169,charlotte,2008-24-02,1,Sunday,-1.710979358,-0.631129615
170,charlotte,2008-26-02,6,Tuesday,3.275542107,1.202272979
171,charlotte,2008-27-02,1,Wednesday,-1.731226843,-0.633864173
172,charlotte,2008-28-02,1,Thursday,-1.73801558,-0.634771983
173,charlotte,2008-01-03,4,Saturday,1.248347581,0.453671973
174,charlotte,2008-02-03,3,Sunday,0.24149948,0.087547375
175,charlotte,2008-03-03,2,Monday,-0.76536841,-0.276769058
176,charlotte,2008-04-03,6,Tuesday,3.227743913,1.164302219
177,charlotte,2008-05-03,3,Wednesday,0.220836447,0.079461479
178,charlotte,2008-06-03,2,Thursday,-0.786090806,-0.282148308
179,charlotte,2008-08-03,1,Saturday,-1.800004677,-0.642857739
180,charlotte,2008-10-03,1,Monday,-1.813997701,-0.644633683
181,charlotte,2008-12-03,1,Wednesday,-1.828069876,-0.646401948
182,charlotte,2008-13-03,5,Thursday,2.164864355,0.763584049
183,charlotte,2008-15-03,2,Saturday,-0.849326549,-0.298079751
184,charlotte,2008-16-03,1,Sunday,-1.856451682,-0.649915311
185,charlotte,2008-17-03,5,Monday,2.136403396,0.746055989
186,charlotte,2008-18-03,2,Tuesday,-0.870761314,-0.303320694
187,charlotte,2008-19-03,2,Wednesday,-0.877945811,-0.305059883
188,charlotte,2008-20-03,1,Thursday,-1.885150097,-0.653397582
189,charlotte,2008-23-03,1,Sunday,-1.906881682,-0.65598875
190,charlotte,2008-24-03,3,Monday,0.08583488,0.029454364
191,charlotte,2008-26-03,1,Wednesday,-1.92879136,-0.658562227
192,charlotte,2008-27-03,1,Thursday,-1.936134162,-0.659416108
193,charlotte,2008-30-03,2,Sunday,-0.958281295,-0.32393177
194,charlotte,2008-31-03,4,Monday,1.034296751,0.348752611
195,charlotte,2008-01-04,4,Tuesday,1.026855009,0.345376701
196,charlotte,2008-02-04,1,Wednesday,-1.980606521,-0.664497815
197,charlotte,2008-03-04,1,Thursday,-1.988087839,-0.665337817
198,charlotte,2008-06-04,3,Sunday,-0.010650521,-0.003537614
199,charlotte,2008-07-04,4,Monday,0.981789009,0.325288395
200,charlotte,2008-08-04,1,Tuesday,-2.025791249,-0.669507934
201,charlotte,2008-10-04,1,Thursday,-2.041011129,-0.671162006
202,charlotte,2008-13-04,6,Sunday,2.936010641,0.958231344
203,charlotte,2008-14-04,2,Monday,-1.071688345,-0.348892278
204,charlotte,2008-15-04,1,Tuesday,-2.079407119,-0.675262165
205,charlotte,2008-16-04,1,Wednesday,-2.087145681,-0.676076187
206,charlotte,2008-18-04,1,Friday,-2.10268217,-0.677698216
207,charlotte,2008-20-04,1,Sunday,-2.11829781,-0.679312221
208,charlotte,2008-21-04,4,Monday,0.873864688,0.279535145
209,charlotte,2008-22-04,1,Tuesday,-2.133992603,-0.6809182
210,charlotte,2008-23-04,2,Wednesday,-1.141869681,-0.36343636
211,charlotte,2008-25-04,1,Friday,-2.157683201,-0.68331212
212,charlotte,2008-26-04,2,Saturday,-1.165619644,-0.368212159
213,charlotte,2008-29-04,4,Tuesday,0.810452301,0.25409631
214,charlotte,2008-30-04,4,Wednesday,0.802436707,0.250952564
215,charlotte,2008-01-05,3,Thursday,-0.205598675,-0.064137372
216,charlotte,2008-02-05,2,Friday,-1.213653846,-0.377655436
217,charlotte,2008-03-05,1,Saturday,-2.221728804,-0.689607642
218,charlotte,2008-04-05,1,Sunday,-2.22982355,-0.690385563
219,charlotte,2008-05-05,1,Monday,-2.237938085,-0.691161482
220,charlotte,2008-09-05,2,Friday,-1.270594103,-0.388490306
221,charlotte,2008-10-05,1,Saturday,-2.278807577,-0.695011074
222,charlotte,2008-11-05,2,Sunday,-1.28704084,-0.39155
223,charlotte,2008-17-05,1,Saturday,-2.336855963,-0.700316702
224,charlotte,2008-19-05,4,Monday,0.646380692,0.192741224
225,charlotte,2008-20-05,1,Tuesday,-2.362030663,-0.702560714
226,charlotte,2008-21-05,1,Wednesday,-2.370461806,-0.703304752
227,charlotte,2008-22-05,1,Thursday,-2.378912736,-0.704046811
228,charlotte,2008-23-05,1,Friday,-2.387383455,-0.704786891
229,charlotte,2008-25-05,10,Sunday,6.595615743,1.937388745
230,charlotte,2008-26-05,4,Monday,0.587085661,0.172018868
231,charlotte,2008-27-05,7,Tuesday,3.57853579,1.045907708
232,charlotte,2008-28-05,2,Wednesday,-1.430033869,-0.416915379
233,charlotte,2008-29-05,3,Thursday,-0.438623316,-0.127557826
234,charlotte,2008-30-05,4,Friday,0.55276745,0.160351076
235,charlotte,2008-31-05,9,Saturday,5.544138427,1.604270978
236,charlotte,2008-01-06,6,Sunday,2.535489616,0.731846447
237,charlotte,2008-02-06,9,Monday,5.526821017,1.591285979
238,charlotte,2008-03-06,2,Tuesday,-1.48186737,-0.425595582
239,charlotte,2008-04-06,5,Wednesday,1.509424455,0.432428531
240,charlotte,2008-05-06,3,Thursday,-0.499303508,-0.142686539
241,charlotte,2008-06-06,5,Friday,1.491948742,0.425292743
242,charlotte,2008-09-06,1,Monday,-2.534413239,-0.717067606
243,charlotte,2008-10-06,2,Tuesday,-1.543240142,-0.435544891
244,charlotte,2008-11-06,1,Wednesday,-2.552086833,-0.718475351
245,charlotte,2008-12-06,2,Thursday,-1.560953312,-0.438352648
246,charlotte,2008-14-06,3,Saturday,-0.578745634,-0.161717454
247,charlotte,2008-15-06,6,Sunday,2.412328523,0.67239393
248,charlotte,2008-16-06,1,Monday,-2.596617108,-0.721960951
249,charlotte,2008-18-06,10,Wednesday,6.385432265,1.766582544
250,charlotte,2008-21-06,3,Saturday,-0.641642084,-0.176195812
251,charlotte,2008-25-06,2,Wednesday,-1.678018249,-0.456228908
252,charlotte,2008-26-06,3,Thursday,-0.68716176,-0.186366046
253,charlotte,2008-27-06,3,Friday,-0.696325059,-0.188383069
254,charlotte,2008-28-06,2,Saturday,-1.705508146,-0.46026296
255,charlotte,2008-29-06,1,Sunday,-2.714711022,-0.730800056
256,charlotte,2008-30-06,3,Monday,-0.723933685,-0.194400262
257,charlotte,2008-03-07,1,Thursday,-2.751720403,-0.733455617
258,charlotte,2008-06-07,1,Sunday,-2.779685213,-0.735427703
259,charlotte,2008-07-07,5,Monday,1.210953608,0.319593239
260,charlotte,2008-09-07,3,Wednesday,-0.807828115,-0.212149312
261,charlotte,2008-10-07,1,Thursday,-2.817248658,-0.738031213
262,charlotte,2008-11-07,2,Friday,-1.82668899,-0.477354965
263,charlotte,2008-12-07,3,Saturday,-0.836149109,-0.217965748
264,charlotte,2008-13-07,3,Sunday,-0.845629017,-0.21989355
265,charlotte,2008-14-07,2,Monday,-1.855128712,-0.481210577
266,charlotte,2008-15-07,5,Tuesday,1.135351804,0.293778825
267,charlotte,2008-16-07,8,Wednesday,4.125812533,1.06494912
268,charlotte,2008-17-07,2,Thursday,-1.883746527,-0.485033334
269,charlotte,2008-18-07,5,Friday,1.106674626,0.284249201
270,charlotte,2008-21-07,2,Monday,-1.922180645,-0.49007958
271,charlotte,2008-23-07,3,Wednesday,-0.941516432,-0.238871624
272,charlotte,2008-24-07,2,Thursday,-1.951214008,-0.493826455
273,charlotte,2008-26-07,6,Saturday,2.029331477,0.511080556
274,charlotte,2008-27-07,6,Sunday,2.019574537,0.50737655
275,charlotte,2008-28-07,2,Monday,-1.990202191,-0.498772267
276,charlotte,2008-29-07,3,Tuesday,-0.999998706,-0.249999757
277,charlotte,2008-30-07,4,Wednesday,-0.00981501,-0.002447746
278,charlotte,2008-31-07,1,Thursday,-3.019651102,-0.75122219
279,charlotte,2008-01-08,7,Friday,2.970493018,0.737185227
280,charlotte,2008-02-08,8,Saturday,3.960617351,0.980500659
281,charlotte,2008-03-08,5,Sunday,0.950721895,0.234787997
282,charlotte,2008-05-08,7,Tuesday,2.930871619,0.720270128
283,charlotte,2008-06-08,5,Wednesday,0.920916799,0.225765633
284,charlotte,2008-07-08,7,Thursday,2.910942192,0.711885801
285,charlotte,2008-08-08,3,Friday,-1.099052204,-0.268123495
286,charlotte,2008-09-08,10,Saturday,5.890933612,1.433642841
287,charlotte,2008-10-08,6,Sunday,1.88089964,0.456628748
288,charlotte,2008-11-08,11,Monday,6.87084588,1.663983877
289,charlotte,2008-12-08,5,Tuesday,0.860772332,0.207954817
290,charlotte,2008-13-08,2,Wednesday,-2.149321004,-0.517993426
291,charlotte,2008-14-08,7,Thursday,2.840565872,0.68292123
292,charlotte,2008-15-08,3,Friday,-1.16956704,-0.280500836
293,charlotte,2008-16-08,6,Saturday,1.82028026,0.435502946
294,charlotte,2008-17-08,1,Sunday,-3.189892228,-0.761330377
295,charlotte,2008-19-08,5,Tuesday,0.789703432,0.1875648
296,charlotte,2008-20-08,2,Wednesday,-2.22052842,-0.526125688
297,charlotte,2008-21-08,5,Thursday,0.76921994,0.181815157
298,charlotte,2008-22-08,9,Friday,4.758948512,1.122115241
299,charlotte,2008-23-08,12,Saturday,7.748657296,1.822637655
300,charlotte,2008-24-08,11,Sunday,6.738346292,1.581157633
301,charlotte,2008-25-08,4,Monday,-0.2719845,-0.063667015
302,charlotte,2008-26-08,6,Tuesday,1.71766492,0.401104745
303,charlotte,2008-27-08,27,Wednesday,22.70729455,5.289739728
304,charlotte,2008-28-08,17,Thursday,12.6969044,2.950644271
305,charlotte,2008-29-08,6,Friday,1.686494451,0.390980012
306,charlotte,2008-30-08,6,Saturday,1.676064719,0.387624839
307,charlotte,2008-31-08,6,Sunday,1.665615199,0.384279494
308,charlotte,2008-01-09,3,Monday,-1.34485411,-0.309528025
309,charlotte,2008-02-09,6,Tuesday,1.644656794,0.377618185
310,charlotte,2008-03-09,12,Wednesday,7.63414791,1.748604339
311,charlotte,2008-04-09,11,Thursday,6.623619238,1.513492449
312,charlotte,2008-05-09,14,Friday,9.613070777,2.191298352
313,charlotte,2008-06-09,14,Saturday,9.602502529,2.183628892
314,charlotte,2008-07-09,13,Sunday,8.591914493,1.949126095
315,charlotte,2008-08-09,10,Monday,5.581306668,1.263112475
316,charlotte,2008-09-09,7,Tuesday,2.570679056,0.58037769
317,charlotte,2008-10-09,22,Wednesday,17.56003166,3.954990282
318,charlotte,2008-11-09,9,Thursday,4.549364467,1.022183109
319,charlotte,2008-12-09,13,Friday,8.538677491,1.913934147
320,charlotte,2008-13-09,20,Saturday,15.52797073,3.472242639
321,charlotte,2008-14-09,15,Sunday,10.51724417,2.346155932
322,charlotte,2008-15-09,8,Monday,3.506497834,0.780348535
323,charlotte,2008-16-09,15,Tuesday,10.49573171,2.33017463
324,charlotte,2008-17-09,11,Wednesday,6.484945789,1.436294114
325,charlotte,2008-18-09,7,Thursday,2.474140084,0.546667403
326,charlotte,2008-19-09,6,Friday,1.463314592,0.32255148
327,charlotte,2008-20-09,17,Saturday,12.45246931,2.738292529
328,charlotte,2008-21-09,5,Sunday,0.441604243,0.096877118
329,charlotte,2008-22-09,10,Monday,5.430719386,1.188528314
330,charlotte,2008-23-09,17,Tuesday,12.41981474,2.711640259
331,charlotte,2008-24-09,4,Wednesday,-0.591109691,-0.128750941
332,charlotte,2008-25-09,2,Thursday,-2.602053912,-0.565411436
333,charlotte,2008-26-09,2,Friday,-2.61301792,-0.566444346
334,charlotte,2008-27-09,2,Saturday,-2.624001717,-0.567474209
335,charlotte,2008-28-09,14,Sunday,9.364994699,2.02049277
336,charlotte,2008-29-09,10,Monday,5.353971326,1.152375868
337,charlotte,2008-30-09,6,Tuesday,1.342928165,0.288363206
338,charlotte,2008-01-10,18,Wednesday,13.33186522,2.855929795
339,charlotte,2008-02-10,8,Thursday,3.32078248,0.709687563
340,charlotte,2008-03-10,12,Friday,7.309679955,1.558460806
341,charlotte,2008-04-10,11,Saturday,6.298557642,1.339707512
342,charlotte,2008-05-10,12,Sunday,7.287415542,1.546373462
343,charlotte,2008-06-10,8,Monday,3.276253653,0.693571037
344,charlotte,2008-07-10,5,Tuesday,0.265071976,0.055982261
345,charlotte,2008-08-10,8,Wednesday,3.253870511,0.685584015
346,charlotte,2008-09-10,14,Thursday,9.242649259,1.942814344
347,charlotte,2008-10-10,10,Friday,5.231408218,1.097055159
348,charlotte,2008-11-10,12,Saturday,7.220147389,1.510537662
349,charlotte,2008-12-10,4,Sunday,-0.791133228,-0.165124448
350,charlotte,2008-13-10,9,Monday,4.197566367,0.874049844
351,charlotte,2008-14-10,9,Tuesday,4.186246174,0.869642762
352,charlotte,2008-15-10,12,Wednesday,7.174906193,1.48699828
353,charlotte,2008-16-10,8,Thursday,3.163546425,0.654104578
354,charlotte,2008-17-10,6,Friday,1.152166868,0.237666363
355,charlotte,2008-18-10,9,Saturday,4.140767523,0.852144354
356,charlotte,2008-19-10,7,Sunday,2.12934839,0.437179367
357,charlotte,2008-20-10,7,Monday,2.117909469,0.433812002
358,charlotte,2008-21-10,26,Tuesday,21.10645076,4.31311707
359,charlotte,2008-22-10,5,Wednesday,0.094972263,0.019362227
360,charlotte,2008-23-10,15,Thursday,10.08347398,2.050934732
361,charlotte,2008-24-10,18,Friday,13.0719559,2.65256472
362,charlotte,2008-25-10,1,Saturday,-3.939581956,-0.797553718
363,charlotte,2008-26-10,6,Sunday,1.048860395,0.211842218
364,charlotte,2008-27-10,14,Monday,9.037282958,1.821035308
365,charlotte,2008-28-10,7,Tuesday,2.025685732,0.407229142
366,charlotte,2008-29-10,7,Wednesday,2.014068719,0.403950357
367,charlotte,2008-30-10,2,Thursday,-2.997568082,-0.599805352
368,charlotte,2008-31-10,15,Friday,9.990775329,1.99447539
369,charlotte,2008-01-11,9,Saturday,3.979098952,0.792506945
370,charlotte,2008-02-11,4,Sunday,-1.032597213,-0.205181772
371,charlotte,2008-03-11,1,Monday,-4.044313166,-0.801756955
372,charlotte,2008-04-11,12,Tuesday,6.943951092,1.373394763
373,charlotte,2008-05-11,3,Wednesday,-2.067804437,-0.40802767
374,charlotte,2008-06-11,6,Thursday,0.920420246,0.181200078
375,charlotte,2008-07-11,9,Friday,3.908625141,0.767695416
376,charlotte,2008-08-11,16,Saturday,10.89681025,2.135293958
377,charlotte,2008-09-11,6,Sunday,0.884975566,0.173014924
378,charlotte,2008-10-11,11,Monday,5.873121097,1.14555487
379,charlotte,2008-11-11,3,Tuesday,-2.13875316,-0.416200797
380,charlotte,2008-12-11,5,Wednesday,-0.150647206,-0.029248209
381,charlotte,2008-13-11,2,Thursday,-3.162561039,-0.61259538
382,charlotte,2008-14-11,6,Friday,0.82550534,0.159533518
383,charlotte,2008-15-11,11,Saturday,5.81355193,1.12091201
384,charlotte,2008-16-11,12,Sunday,6.801578733,1.308393142
385,charlotte,2008-17-11,5,Monday,-0.210414253,-0.040383402
386,charlotte,2008-18-11,8,Tuesday,2.777572974,0.531854818
387,charlotte,2008-19-11,6,Wednesday,0.765540413,0.146250133
388,charlotte,2008-20-11,9,Thursday,3.753488063,0.715425431
389,charlotte,2008-21-11,8,Friday,2.741415926,0.521322068
390,charlotte,2008-22-11,9,Saturday,3.729324,0.707560852
391,charlotte,2008-23-11,4,Sunday,-1.282787713,-0.242824013
392,charlotte,2008-24-11,2,Monday,-3.294919215,-0.622279412
393,charlotte,2008-26-11,1,Wednesday,-4.319241582,-0.812003274
394,charlotte,2008-27-11,6,Thursday,0.668567553,0.125401111
395,charlotte,2008-29-11,1,Saturday,-4.355873542,-0.813289094
396,charlotte,2008-30-11,9,Sunday,3.631876228,0.676563429
397,charlotte,2008-01-12,3,Monday,-2.38039379,-0.442419994
398,charlotte,2008-02-12,1,Tuesday,-4.392683595,-0.814563569
399,charlotte,2008-03-12,6,Wednesday,0.595006811,0.110084655
400,charlotte,2008-04-12,6,Thursday,0.582677429,0.107558194
401,charlotte,2008-05-12,5,Friday,-0.42967174,-0.079134018
402,charlotte,2008-06-12,2,Saturday,-3.442040698,-0.632490804
403,charlotte,2008-07-12,3,Sunday,-2.454429444,-0.449988302
404,charlotte,2008-08-12,7,Monday,1.533162023,0.280447679
405,charlotte,2008-09-12,3,Tuesday,-2.479266299,-0.452481439
406,charlotte,2008-10-12,6,Wednesday,0.508285591,0.092554993
407,charlotte,2008-11-12,4,Thursday,-1.504182307,-0.273279885
408,charlotte,2008-12-12,8,Friday,2.483330008,0.450150183
409,charlotte,2008-13-12,2,Saturday,-3.529177466,-0.638282545
410,charlotte,2008-14-12,5,Sunday,-0.541704728,-0.097750558
