"","city","date","review_count","day"
"102","charlotte","2007-10-25",1,"Thursday"
"103","charlotte","2007-10-26",1,"Friday"
"104","charlotte","2007-10-28",3,"Sunday"
"105","charlotte","2007-10-29",2,"Monday"
"106","charlotte","2007-10-31",2,"Wednesday"
"107","charlotte","2007-11-01",1,"Thursday"
"108","charlotte","2007-11-04",1,"Sunday"
"109","charlotte","2007-11-12",2,"Monday"
"110","charlotte","2007-11-14",3,"Wednesday"
"111","charlotte","2007-11-16",2,"Friday"
"112","charlotte","2007-11-17",1,"Saturday"
"113","charlotte","2007-11-18",1,"Sunday"
"114","charlotte","2007-11-23",1,"Friday"
"115","charlotte","2007-11-24",5,"Saturday"
"116","charlotte","2007-11-26",1,"Monday"
"117","charlotte","2007-11-27",1,"Tuesday"
"118","charlotte","2007-11-28",2,"Wednesday"
"119","charlotte","2007-11-29",1,"Thursday"
"120","charlotte","2007-11-30",1,"Friday"
"121","charlotte","2007-12-02",10,"Sunday"
"122","charlotte","2007-12-03",1,"Monday"
"123","charlotte","2007-12-04",1,"Tuesday"
"124","charlotte","2007-12-05",3,"Wednesday"
"125","charlotte","2007-12-07",1,"Friday"
"126","charlotte","2007-12-08",1,"Saturday"
"127","charlotte","2007-12-09",1,"Sunday"
"128","charlotte","2007-12-11",1,"Tuesday"
"129","charlotte","2007-12-12",3,"Wednesday"
"130","charlotte","2007-12-22",1,"Saturday"
"131","charlotte","2007-12-25",2,"Tuesday"
"132","charlotte","2007-12-26",5,"Wednesday"
"133","charlotte","2007-12-27",1,"Thursday"
"134","charlotte","2007-12-28",2,"Friday"
"135","charlotte","2007-12-29",1,"Saturday"
"136","charlotte","2007-12-30",3,"Sunday"
"137","charlotte","2008-01-01",1,"Tuesday"
"138","charlotte","2008-01-02",1,"Wednesday"
"139","charlotte","2008-01-04",3,"Friday"
"140","charlotte","2008-01-08",1,"Tuesday"
"141","charlotte","2008-01-10",2,"Thursday"
"142","charlotte","2008-01-13",1,"Sunday"
"143","charlotte","2008-01-15",1,"Tuesday"
"144","charlotte","2008-01-16",1,"Wednesday"
"145","charlotte","2008-01-18",1,"Friday"
"146","charlotte","2008-01-19",3,"Saturday"
"147","charlotte","2008-01-20",3,"Sunday"
"148","charlotte","2008-01-21",4,"Monday"
"149","charlotte","2008-01-23",1,"Wednesday"
"150","charlotte","2008-01-26",3,"Saturday"
"151","charlotte","2008-01-28",1,"Monday"
"152","charlotte","2008-01-29",3,"Tuesday"
"153","charlotte","2008-01-31",3,"Thursday"
"154","charlotte","2008-02-01",2,"Friday"
"155","charlotte","2008-02-02",2,"Saturday"
"156","charlotte","2008-02-03",1,"Sunday"
"157","charlotte","2008-02-07",1,"Thursday"
"158","charlotte","2008-02-08",1,"Friday"
"159","charlotte","2008-02-09",1,"Saturday"
"160","charlotte","2008-02-11",3,"Monday"
"161","charlotte","2008-02-12",2,"Tuesday"
"162","charlotte","2008-02-13",1,"Wednesday"
"163","charlotte","2008-02-14",3,"Thursday"
"164","charlotte","2008-02-15",2,"Friday"
"165","charlotte","2008-02-18",3,"Monday"
"166","charlotte","2008-02-20",3,"Wednesday"
"167","charlotte","2008-02-21",1,"Thursday"
"168","charlotte","2008-02-22",1,"Friday"
"169","charlotte","2008-02-24",1,"Sunday"
"170","charlotte","2008-02-26",6,"Tuesday"
"171","charlotte","2008-02-27",1,"Wednesday"
"172","charlotte","2008-02-28",1,"Thursday"
"173","charlotte","2008-03-01",4,"Saturday"
"174","charlotte","2008-03-02",3,"Sunday"
"175","charlotte","2008-03-03",2,"Monday"
"176","charlotte","2008-03-04",6,"Tuesday"
"177","charlotte","2008-03-05",3,"Wednesday"
"178","charlotte","2008-03-06",2,"Thursday"
"179","charlotte","2008-03-08",1,"Saturday"
"180","charlotte","2008-03-10",1,"Monday"
"181","charlotte","2008-03-12",1,"Wednesday"
"182","charlotte","2008-03-13",5,"Thursday"
"183","charlotte","2008-03-15",2,"Saturday"
"184","charlotte","2008-03-16",1,"Sunday"
"185","charlotte","2008-03-17",5,"Monday"
"186","charlotte","2008-03-18",2,"Tuesday"
"187","charlotte","2008-03-19",2,"Wednesday"
"188","charlotte","2008-03-20",1,"Thursday"
"189","charlotte","2008-03-23",1,"Sunday"
"190","charlotte","2008-03-24",3,"Monday"
"191","charlotte","2008-03-26",1,"Wednesday"
"192","charlotte","2008-03-27",1,"Thursday"
"193","charlotte","2008-03-30",2,"Sunday"
"194","charlotte","2008-03-31",4,"Monday"
"195","charlotte","2008-04-01",4,"Tuesday"
"196","charlotte","2008-04-02",1,"Wednesday"
"197","charlotte","2008-04-03",1,"Thursday"
"198","charlotte","2008-04-06",3,"Sunday"
"199","charlotte","2008-04-07",4,"Monday"
"200","charlotte","2008-04-08",1,"Tuesday"
"201","charlotte","2008-04-10",1,"Thursday"
"202","charlotte","2008-04-13",6,"Sunday"
"203","charlotte","2008-04-14",2,"Monday"
"204","charlotte","2008-04-15",1,"Tuesday"
"205","charlotte","2008-04-16",1,"Wednesday"
"206","charlotte","2008-04-18",1,"Friday"
"207","charlotte","2008-04-20",1,"Sunday"
"208","charlotte","2008-04-21",4,"Monday"
"209","charlotte","2008-04-22",1,"Tuesday"
"210","charlotte","2008-04-23",2,"Wednesday"
"211","charlotte","2008-04-25",1,"Friday"
"212","charlotte","2008-04-26",2,"Saturday"
"213","charlotte","2008-04-29",4,"Tuesday"
"214","charlotte","2008-04-30",4,"Wednesday"
"215","charlotte","2008-05-01",3,"Thursday"
"216","charlotte","2008-05-02",2,"Friday"
"217","charlotte","2008-05-03",1,"Saturday"
"218","charlotte","2008-05-04",1,"Sunday"
"219","charlotte","2008-05-05",1,"Monday"
"220","charlotte","2008-05-09",2,"Friday"
"221","charlotte","2008-05-10",1,"Saturday"
"222","charlotte","2008-05-11",2,"Sunday"
"223","charlotte","2008-05-17",1,"Saturday"
"224","charlotte","2008-05-19",4,"Monday"
"225","charlotte","2008-05-20",1,"Tuesday"
"226","charlotte","2008-05-21",1,"Wednesday"
"227","charlotte","2008-05-22",1,"Thursday"
"228","charlotte","2008-05-23",1,"Friday"
"229","charlotte","2008-05-25",10,"Sunday"
"230","charlotte","2008-05-26",4,"Monday"
"231","charlotte","2008-05-27",7,"Tuesday"
"232","charlotte","2008-05-28",2,"Wednesday"
"233","charlotte","2008-05-29",3,"Thursday"
"234","charlotte","2008-05-30",4,"Friday"
"235","charlotte","2008-05-31",9,"Saturday"
"236","charlotte","2008-06-01",6,"Sunday"
"237","charlotte","2008-06-02",9,"Monday"
"238","charlotte","2008-06-03",2,"Tuesday"
"239","charlotte","2008-06-04",5,"Wednesday"
"240","charlotte","2008-06-05",3,"Thursday"
"241","charlotte","2008-06-06",5,"Friday"
"242","charlotte","2008-06-09",1,"Monday"
"243","charlotte","2008-06-10",2,"Tuesday"
"244","charlotte","2008-06-11",1,"Wednesday"
"245","charlotte","2008-06-12",2,"Thursday"
"246","charlotte","2008-06-14",3,"Saturday"
"247","charlotte","2008-06-15",6,"Sunday"
"248","charlotte","2008-06-16",1,"Monday"
"249","charlotte","2008-06-18",10,"Wednesday"
"250","charlotte","2008-06-21",3,"Saturday"
"251","charlotte","2008-06-25",2,"Wednesday"
"252","charlotte","2008-06-26",3,"Thursday"
"253","charlotte","2008-06-27",3,"Friday"
"254","charlotte","2008-06-28",2,"Saturday"
"255","charlotte","2008-06-29",1,"Sunday"
"256","charlotte","2008-06-30",3,"Monday"
"257","charlotte","2008-07-03",1,"Thursday"
"258","charlotte","2008-07-06",1,"Sunday"
"259","charlotte","2008-07-07",5,"Monday"
"260","charlotte","2008-07-09",3,"Wednesday"
"261","charlotte","2008-07-10",1,"Thursday"
"262","charlotte","2008-07-11",2,"Friday"
"263","charlotte","2008-07-12",3,"Saturday"
"264","charlotte","2008-07-13",3,"Sunday"
"265","charlotte","2008-07-14",2,"Monday"
"266","charlotte","2008-07-15",5,"Tuesday"
"267","charlotte","2008-07-16",8,"Wednesday"
"268","charlotte","2008-07-17",2,"Thursday"
"269","charlotte","2008-07-18",5,"Friday"
"270","charlotte","2008-07-21",2,"Monday"
"271","charlotte","2008-07-23",3,"Wednesday"
"272","charlotte","2008-07-24",2,"Thursday"
"273","charlotte","2008-07-26",6,"Saturday"
"274","charlotte","2008-07-27",6,"Sunday"
"275","charlotte","2008-07-28",2,"Monday"
"276","charlotte","2008-07-29",3,"Tuesday"
"277","charlotte","2008-07-30",4,"Wednesday"
"278","charlotte","2008-07-31",1,"Thursday"
"279","charlotte","2008-08-01",7,"Friday"
"280","charlotte","2008-08-02",8,"Saturday"
"281","charlotte","2008-08-03",5,"Sunday"
"282","charlotte","2008-08-05",7,"Tuesday"
"283","charlotte","2008-08-06",5,"Wednesday"
"284","charlotte","2008-08-07",7,"Thursday"
"285","charlotte","2008-08-08",3,"Friday"
"286","charlotte","2008-08-09",10,"Saturday"
"287","charlotte","2008-08-10",6,"Sunday"
"288","charlotte","2008-08-11",11,"Monday"
"289","charlotte","2008-08-12",5,"Tuesday"
"290","charlotte","2008-08-13",2,"Wednesday"
"291","charlotte","2008-08-14",7,"Thursday"
"292","charlotte","2008-08-15",3,"Friday"
"293","charlotte","2008-08-16",6,"Saturday"
"294","charlotte","2008-08-17",1,"Sunday"
"295","charlotte","2008-08-19",5,"Tuesday"
"296","charlotte","2008-08-20",2,"Wednesday"
"297","charlotte","2008-08-21",5,"Thursday"
"298","charlotte","2008-08-22",9,"Friday"
"299","charlotte","2008-08-23",12,"Saturday"
"300","charlotte","2008-08-24",11,"Sunday"
"301","charlotte","2008-08-25",4,"Monday"
"302","charlotte","2008-08-26",6,"Tuesday"
"303","charlotte","2008-08-27",27,"Wednesday"
"304","charlotte","2008-08-28",17,"Thursday"
"305","charlotte","2008-08-29",6,"Friday"
"306","charlotte","2008-08-30",6,"Saturday"
"307","charlotte","2008-08-31",6,"Sunday"
"308","charlotte","2008-09-01",3,"Monday"
"309","charlotte","2008-09-02",6,"Tuesday"
"310","charlotte","2008-09-03",12,"Wednesday"
"311","charlotte","2008-09-04",11,"Thursday"
"312","charlotte","2008-09-05",14,"Friday"
"313","charlotte","2008-09-06",14,"Saturday"
"314","charlotte","2008-09-07",13,"Sunday"
"315","charlotte","2008-09-08",10,"Monday"
"316","charlotte","2008-09-09",7,"Tuesday"
"317","charlotte","2008-09-10",22,"Wednesday"
"318","charlotte","2008-09-11",9,"Thursday"
"319","charlotte","2008-09-12",13,"Friday"
"320","charlotte","2008-09-13",20,"Saturday"
"321","charlotte","2008-09-14",15,"Sunday"
"322","charlotte","2008-09-15",8,"Monday"
"323","charlotte","2008-09-16",15,"Tuesday"
"324","charlotte","2008-09-17",11,"Wednesday"
"325","charlotte","2008-09-18",7,"Thursday"
"326","charlotte","2008-09-19",6,"Friday"
"327","charlotte","2008-09-20",17,"Saturday"
"328","charlotte","2008-09-21",5,"Sunday"
"329","charlotte","2008-09-22",10,"Monday"
"330","charlotte","2008-09-23",17,"Tuesday"
"331","charlotte","2008-09-24",4,"Wednesday"
"332","charlotte","2008-09-25",2,"Thursday"
"333","charlotte","2008-09-26",2,"Friday"
"334","charlotte","2008-09-27",2,"Saturday"
"335","charlotte","2008-09-28",14,"Sunday"
"336","charlotte","2008-09-29",10,"Monday"
"337","charlotte","2008-09-30",6,"Tuesday"
"338","charlotte","2008-10-01",18,"Wednesday"
"339","charlotte","2008-10-02",8,"Thursday"
"340","charlotte","2008-10-03",12,"Friday"
"341","charlotte","2008-10-04",11,"Saturday"
"342","charlotte","2008-10-05",12,"Sunday"
"343","charlotte","2008-10-06",8,"Monday"
"344","charlotte","2008-10-07",5,"Tuesday"
"345","charlotte","2008-10-08",8,"Wednesday"
"346","charlotte","2008-10-09",14,"Thursday"
"347","charlotte","2008-10-10",10,"Friday"
"348","charlotte","2008-10-11",12,"Saturday"
"349","charlotte","2008-10-12",4,"Sunday"
"350","charlotte","2008-10-13",9,"Monday"
"351","charlotte","2008-10-14",9,"Tuesday"
"352","charlotte","2008-10-15",12,"Wednesday"
"353","charlotte","2008-10-16",8,"Thursday"
"354","charlotte","2008-10-17",6,"Friday"
"355","charlotte","2008-10-18",9,"Saturday"
"356","charlotte","2008-10-19",7,"Sunday"
"357","charlotte","2008-10-20",7,"Monday"
"358","charlotte","2008-10-21",26,"Tuesday"
"359","charlotte","2008-10-22",5,"Wednesday"
"360","charlotte","2008-10-23",15,"Thursday"
"361","charlotte","2008-10-24",18,"Friday"
"362","charlotte","2008-10-25",1,"Saturday"
"363","charlotte","2008-10-26",6,"Sunday"
"364","charlotte","2008-10-27",14,"Monday"
"365","charlotte","2008-10-28",7,"Tuesday"
"366","charlotte","2008-10-29",7,"Wednesday"
"367","charlotte","2008-10-30",2,"Thursday"
"368","charlotte","2008-10-31",15,"Friday"
"369","charlotte","2008-11-01",9,"Saturday"
"370","charlotte","2008-11-02",4,"Sunday"
"371","charlotte","2008-11-03",1,"Monday"
"372","charlotte","2008-11-04",12,"Tuesday"
"373","charlotte","2008-11-05",3,"Wednesday"
"374","charlotte","2008-11-06",6,"Thursday"
"375","charlotte","2008-11-07",9,"Friday"
"376","charlotte","2008-11-08",16,"Saturday"
"377","charlotte","2008-11-09",6,"Sunday"
"378","charlotte","2008-11-10",11,"Monday"
"379","charlotte","2008-11-11",3,"Tuesday"
"380","charlotte","2008-11-12",5,"Wednesday"
"381","charlotte","2008-11-13",2,"Thursday"
"382","charlotte","2008-11-14",6,"Friday"
"383","charlotte","2008-11-15",11,"Saturday"
"384","charlotte","2008-11-16",12,"Sunday"
"385","charlotte","2008-11-17",5,"Monday"
"386","charlotte","2008-11-18",8,"Tuesday"
"387","charlotte","2008-11-19",6,"Wednesday"
"388","charlotte","2008-11-20",9,"Thursday"
"389","charlotte","2008-11-21",8,"Friday"
"390","charlotte","2008-11-22",9,"Saturday"
"391","charlotte","2008-11-23",4,"Sunday"
"392","charlotte","2008-11-24",2,"Monday"
"393","charlotte","2008-11-26",1,"Wednesday"
"394","charlotte","2008-11-27",6,"Thursday"
"395","charlotte","2008-11-29",1,"Saturday"
"396","charlotte","2008-11-30",9,"Sunday"
"397","charlotte","2008-12-01",3,"Monday"
"398","charlotte","2008-12-02",1,"Tuesday"
"399","charlotte","2008-12-03",6,"Wednesday"
"400","charlotte","2008-12-04",6,"Thursday"
"401","charlotte","2008-12-05",5,"Friday"
"402","charlotte","2008-12-06",2,"Saturday"
"403","charlotte","2008-12-07",3,"Sunday"
"404","charlotte","2008-12-08",7,"Monday"
"405","charlotte","2008-12-09",3,"Tuesday"
"406","charlotte","2008-12-10",6,"Wednesday"
"407","charlotte","2008-12-11",4,"Thursday"
"408","charlotte","2008-12-12",8,"Friday"
"409","charlotte","2008-12-13",2,"Saturday"
"410","charlotte","2008-12-14",5,"Sunday"
"411","charlotte","2008-12-15",2,"Monday"
"412","charlotte","2008-12-16",2,"Tuesday"
"413","charlotte","2008-12-17",5,"Wednesday"
"414","charlotte","2008-12-18",3,"Thursday"
"415","charlotte","2008-12-19",7,"Friday"
"416","charlotte","2008-12-20",19,"Saturday"
"417","charlotte","2008-12-21",3,"Sunday"
"418","charlotte","2008-12-22",1,"Monday"
"419","charlotte","2008-12-23",2,"Tuesday"
"420","charlotte","2008-12-24",2,"Wednesday"
"421","charlotte","2008-12-25",1,"Thursday"
"422","charlotte","2008-12-26",4,"Friday"
"423","charlotte","2008-12-27",15,"Saturday"
"424","charlotte","2008-12-28",2,"Sunday"
"425","charlotte","2008-12-29",6,"Monday"
"426","charlotte","2008-12-30",9,"Tuesday"
"427","charlotte","2008-12-31",3,"Wednesday"
"428","charlotte","2009-01-01",4,"Thursday"
"429","charlotte","2009-01-02",11,"Friday"
"430","charlotte","2009-01-03",3,"Saturday"
"431","charlotte","2009-01-04",4,"Sunday"
"432","charlotte","2009-01-06",8,"Tuesday"
"433","charlotte","2009-01-07",1,"Wednesday"
"434","charlotte","2009-01-08",5,"Thursday"
"435","charlotte","2009-01-09",7,"Friday"
"436","charlotte","2009-01-10",2,"Saturday"
"437","charlotte","2009-01-11",3,"Sunday"
"438","charlotte","2009-01-12",6,"Monday"
"439","charlotte","2009-01-13",6,"Tuesday"
"440","charlotte","2009-01-14",3,"Wednesday"
"441","charlotte","2009-01-15",3,"Thursday"
"442","charlotte","2009-01-16",3,"Friday"
"443","charlotte","2009-01-17",7,"Saturday"
"444","charlotte","2009-01-18",10,"Sunday"
"445","charlotte","2009-01-19",5,"Monday"
"446","charlotte","2009-01-20",3,"Tuesday"
"447","charlotte","2009-01-21",4,"Wednesday"
"448","charlotte","2009-01-22",5,"Thursday"
"449","charlotte","2009-01-23",37,"Friday"
"450","charlotte","2009-01-24",3,"Saturday"
"451","charlotte","2009-01-25",6,"Sunday"
"452","charlotte","2009-01-26",3,"Monday"
"453","charlotte","2009-01-27",3,"Tuesday"
"454","charlotte","2009-01-28",7,"Wednesday"
"455","charlotte","2009-01-29",3,"Thursday"
"456","charlotte","2009-01-30",2,"Friday"
"457","charlotte","2009-01-31",7,"Saturday"
"458","charlotte","2009-02-01",5,"Sunday"
"459","charlotte","2009-02-02",11,"Monday"
"460","charlotte","2009-02-05",2,"Thursday"
"461","charlotte","2009-02-06",2,"Friday"
"462","charlotte","2009-02-07",2,"Saturday"
"463","charlotte","2009-02-08",8,"Sunday"
"464","charlotte","2009-02-09",5,"Monday"
"465","charlotte","2009-02-10",3,"Tuesday"
"466","charlotte","2009-02-11",1,"Wednesday"
"467","charlotte","2009-02-12",3,"Thursday"
"468","charlotte","2009-02-13",9,"Friday"
"469","charlotte","2009-02-14",2,"Saturday"
"470","charlotte","2009-02-15",6,"Sunday"
"471","charlotte","2009-02-16",8,"Monday"
"472","charlotte","2009-02-17",8,"Tuesday"
"473","charlotte","2009-02-18",10,"Wednesday"
"474","charlotte","2009-02-19",7,"Thursday"
"475","charlotte","2009-02-20",1,"Friday"
"476","charlotte","2009-02-21",4,"Saturday"
"477","charlotte","2009-02-22",8,"Sunday"
"478","charlotte","2009-02-23",4,"Monday"
"479","charlotte","2009-02-24",9,"Tuesday"
"480","charlotte","2009-02-25",8,"Wednesday"
"481","charlotte","2009-02-26",3,"Thursday"
"482","charlotte","2009-02-27",4,"Friday"
"483","charlotte","2009-02-28",10,"Saturday"
"484","charlotte","2009-03-01",10,"Sunday"
"485","charlotte","2009-03-02",9,"Monday"
"486","charlotte","2009-03-03",4,"Tuesday"
"487","charlotte","2009-03-04",4,"Wednesday"
"488","charlotte","2009-03-05",3,"Thursday"
"489","charlotte","2009-03-06",9,"Friday"
"490","charlotte","2009-03-07",3,"Saturday"
"491","charlotte","2009-03-08",4,"Sunday"
"492","charlotte","2009-03-09",3,"Monday"
"493","charlotte","2009-03-11",4,"Wednesday"
"494","charlotte","2009-03-12",4,"Thursday"
"495","charlotte","2009-03-13",3,"Friday"
"496","charlotte","2009-03-14",7,"Saturday"
"497","charlotte","2009-03-15",6,"Sunday"
"498","charlotte","2009-03-16",2,"Monday"
"499","charlotte","2009-03-17",4,"Tuesday"
"500","charlotte","2009-03-18",6,"Wednesday"
"501","charlotte","2009-03-19",11,"Thursday"
"502","charlotte","2009-03-20",2,"Friday"
"503","charlotte","2009-03-21",3,"Saturday"
"504","charlotte","2009-03-22",3,"Sunday"
"505","charlotte","2009-03-23",8,"Monday"
"506","charlotte","2009-03-25",3,"Wednesday"
"507","charlotte","2009-03-26",3,"Thursday"
"508","charlotte","2009-03-27",13,"Friday"
"509","charlotte","2009-03-28",11,"Saturday"
"510","charlotte","2009-03-29",5,"Sunday"
"511","charlotte","2009-03-30",5,"Monday"
"512","charlotte","2009-03-31",3,"Tuesday"
"513","charlotte","2009-04-01",2,"Wednesday"
"514","charlotte","2009-04-02",7,"Thursday"
"515","charlotte","2009-04-03",4,"Friday"
"516","charlotte","2009-04-04",10,"Saturday"
"517","charlotte","2009-04-05",1,"Sunday"
"518","charlotte","2009-04-06",9,"Monday"
"519","charlotte","2009-04-07",5,"Tuesday"
"520","charlotte","2009-04-08",9,"Wednesday"
"521","charlotte","2009-04-09",6,"Thursday"
"522","charlotte","2009-04-10",4,"Friday"
"523","charlotte","2009-04-11",4,"Saturday"
"524","charlotte","2009-04-12",1,"Sunday"
"525","charlotte","2009-04-13",7,"Monday"
"526","charlotte","2009-04-14",6,"Tuesday"
"527","charlotte","2009-04-15",8,"Wednesday"
"528","charlotte","2009-04-16",1,"Thursday"
"529","charlotte","2009-04-17",5,"Friday"
"530","charlotte","2009-04-18",2,"Saturday"
"531","charlotte","2009-04-19",1,"Sunday"
"532","charlotte","2009-04-20",5,"Monday"
"533","charlotte","2009-04-21",1,"Tuesday"
"534","charlotte","2009-04-22",2,"Wednesday"
"535","charlotte","2009-04-23",2,"Thursday"
"536","charlotte","2009-04-24",4,"Friday"
"537","charlotte","2009-04-25",5,"Saturday"
"538","charlotte","2009-04-26",5,"Sunday"
"539","charlotte","2009-04-27",3,"Monday"
"540","charlotte","2009-04-28",5,"Tuesday"
"541","charlotte","2009-04-29",2,"Wednesday"
"542","charlotte","2009-04-30",4,"Thursday"
"543","charlotte","2009-05-01",12,"Friday"
"544","charlotte","2009-05-02",4,"Saturday"
"545","charlotte","2009-05-03",2,"Sunday"
"546","charlotte","2009-05-04",3,"Monday"
"547","charlotte","2009-05-05",10,"Tuesday"
"548","charlotte","2009-05-06",3,"Wednesday"
"549","charlotte","2009-05-07",2,"Thursday"
"550","charlotte","2009-05-08",9,"Friday"
"551","charlotte","2009-05-09",1,"Saturday"
"552","charlotte","2009-05-10",6,"Sunday"
"553","charlotte","2009-05-11",8,"Monday"
"554","charlotte","2009-05-12",6,"Tuesday"
"555","charlotte","2009-05-13",9,"Wednesday"
"556","charlotte","2009-05-14",7,"Thursday"
"557","charlotte","2009-05-15",10,"Friday"
"558","charlotte","2009-05-16",1,"Saturday"
"559","charlotte","2009-05-17",7,"Sunday"
"560","charlotte","2009-05-18",2,"Monday"
"561","charlotte","2009-05-19",2,"Tuesday"
"562","charlotte","2009-05-20",8,"Wednesday"
"563","charlotte","2009-05-21",2,"Thursday"
"564","charlotte","2009-05-22",3,"Friday"
"565","charlotte","2009-05-23",7,"Saturday"
"566","charlotte","2009-05-24",11,"Sunday"
"567","charlotte","2009-05-25",5,"Monday"
"568","charlotte","2009-05-26",7,"Tuesday"
"569","charlotte","2009-05-27",3,"Wednesday"
"570","charlotte","2009-05-28",13,"Thursday"
"571","charlotte","2009-05-29",7,"Friday"
"572","charlotte","2009-05-30",3,"Saturday"
"573","charlotte","2009-05-31",7,"Sunday"
"574","charlotte","2009-06-01",14,"Monday"
"575","charlotte","2009-06-02",5,"Tuesday"
"576","charlotte","2009-06-03",8,"Wednesday"
"577","charlotte","2009-06-04",8,"Thursday"
"578","charlotte","2009-06-05",7,"Friday"
"579","charlotte","2009-06-06",2,"Saturday"
"580","charlotte","2009-06-07",6,"Sunday"
"581","charlotte","2009-06-08",7,"Monday"
"582","charlotte","2009-06-09",7,"Tuesday"
